#,CVE ID,Versions,Functions,Exploit URLs,Components,remarks,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
366,CVE-2017-9440,7.0.5-5,ReadPSDChannel ,,,,772,,DoS,6/5/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, a memory leak was found in the function ReadPSDChannel in coders/psd.c, which allows attackers to cause a denial of service via a crafted file."
367,CVE-2017-9439,7.0.5-5,ReadPDBImage ,,,,772,,DoS,6/5/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, a memory leak was found in the function ReadPDBImage in coders/pdb.c, which allows attackers to cause a denial of service via a crafted file."
368,CVE-2017-9409,7.0.5-5,ReadMPCImage ,,,,772,,DoS,6/2/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadMPCImage function in mpc.c allows attackers to cause a denial of service (memory leak) via a crafted file."
369,CVE-2017-9407,7.0.5-5,ReadPALMImage ,,,,772,,DoS,6/2/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadPALMImage function in palm.c allows attackers to cause a denial of service (memory leak) via a crafted file."
370,CVE-2017-9405,7.0.5-5,ReadICONImage ,,,,772,,DoS,6/2/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadICONImage function in icon.c:452 allows attackers to cause a denial of service (memory leak) via a crafted file."
371,CVE-2017-9262,7.0.5-6 Q16,ReadJNGImage ,,,,772,,DoS,5/29/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-6 Q16, the ReadJNGImage function in coders/png.c allows attackers to cause a denial of service (memory leak) via a crafted file."
372,CVE-2017-9261,7.0.5-6 Q16,ReadMNGImage ,,,,772,,DoS,5/29/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-6 Q16, the ReadMNGImage function in coders/png.c allows attackers to cause a denial of service (memory leak) via a crafted file."
373,CVE-2017-9144,7.0.5-5,ReadRLEImage,,,,20,,,5/22/2017,10/15/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, a crafted RLE image can trigger a crash because of incorrect EOF handling in coders/rle.c."
374,CVE-2017-9143,7.0.5-5,ReadARTImage ,,,,772,,DoS,5/22/2017,10/15/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadARTImage function in coders/art.c allows attackers to cause a denial of service (memory leak) via a crafted .art file."
375,CVE-2017-9142,7.0.5-7 Q16,"WriteBlob, ReadOneJNGImage ",,,,20,,,5/22/2017,10/15/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-7 Q16, a crafted file could trigger an assertion failure in the WriteBlob function in MagickCore/blob.c because of missing checks in the ReadOneJNGImage function in coders/png.c."
376,CVE-2017-9141,7.0.5-7 Q16,"ResetImageProfileIterator, ReadDDSImage ",,,,20,,,5/22/2017,10/15/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-7 Q16, a crafted file could trigger an assertion failure in the ResetImageProfileIterator function in MagickCore/profile.c because of missing checks in the ReadDDSImage function in coders/dds.c."
377,CVE-2017-9098,before 7.0.5-2,ReadRLEImage ,,,,908,,#NAME?,5/19/2017,4/28/2021,5,None,Remote,Low,Not required,Partial,None,None,"ImageMagick before 7.0.5-2 and GraphicsMagick before 1.3.24 use uninitialized memory in the RLE decoder, allowing an attacker to leak sensitive information from process memory space, as demonstrated by remote attacks against ImageMagick code in a long-running server process that converts image data on behalf of multiple users. This is caused by a missing initialization step in the ReadRLEImage function in coders/rle.c."
378,CVE-2017-8830,7.0.5-6,ReadBMPImage ,,,,772,,DoS,5/8/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-6, the ReadBMPImage function in bmp.c:1379 allows attackers to cause a denial of service (memory leak) via a crafted file."
379,CVE-2017-8765,7.0.5-5,ReadICONImage ,,,,772,,,5/4/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,The function named ReadICONImage in coders\icon.c in ImageMagick 7.0.5-5 has a memory leak vulnerability which can cause memory exhaustion via a crafted ICON file.
380,CVE-2017-8357,7.0.5-5,ReadEPTImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadEPTImage function in ept.c allows attackers to cause a denial of service (memory leak) via a crafted file."
381,CVE-2017-8356,7.0.5-5,ReadSUNImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadSUNImage function in sun.c allows attackers to cause a denial of service (memory leak) via a crafted file."
382,CVE-2017-8355,7.0.5-5,ReadMTVImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadMTVImage function in mtv.c allows attackers to cause a denial of service (memory leak) via a crafted file."
383,CVE-2017-8354,7.0.5-5,ReadBMPImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadBMPImage function in bmp.c allows attackers to cause a denial of service (memory leak) via a crafted file."
384,CVE-2017-8353,7.0.5-5,ReadPICTImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadPICTImage function in pict.c allows attackers to cause a denial of service (memory leak) via a crafted file."
385,CVE-2017-8352,7.0.5-5,ReadXWDImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadXWDImage function in xwd.c allows attackers to cause a denial of service (memory leak) via a crafted file."
386,CVE-2017-8351,7.0.5-5,ReadPCDImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadPCDImage function in pcd.c allows attackers to cause a denial of service (memory leak) via a crafted file."
387,CVE-2017-8350,7.0.5-5,ReadJNGImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadJNGImage function in png.c allows attackers to cause a denial of service (memory leak) via a crafted file."
388,CVE-2017-8349,7.0.5-5,ReadSFWImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadSFWImage function in sfw.c allows attackers to cause a denial of service (memory leak) via a crafted file."
389,CVE-2017-8348,7.0.5-5,ReadMATImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadMATImage function in mat.c allows attackers to cause a denial of service (memory leak) via a crafted file."
390,CVE-2017-8347,7.0.5-5,ReadEXRImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadEXRImage function in exr.c allows attackers to cause a denial of service (memory leak) via a crafted file."
391,CVE-2017-8346,7.0.5-5,ReadDCMImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadDCMImage function in dcm.c allows attackers to cause a denial of service (memory leak) via a crafted file."
392,CVE-2017-8345,7.0.5-5,ReadMNGImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadMNGImage function in png.c allows attackers to cause a denial of service (memory leak) via a crafted file."
393,CVE-2017-8344,7.0.5-5,ReadPCXImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadPCXImage function in pcx.c allows attackers to cause a denial of service (memory leak) via a crafted file."
394,CVE-2017-8343,7.0.5-5,ReadAAIImage ,,,,772,,DoS,4/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-5, the ReadAAIImage function in aai.c allows attackers to cause a denial of service (memory leak) via a crafted file."
395,CVE-2017-7943,7.0.5-4 ,ReadSVGImage ,,,,772,,,4/18/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadSVGImage function in svg.c in ImageMagick 7.0.5-4 allows remote attackers to consume an amount of available memory via a crafted file.
396,CVE-2017-7942,7.0.5-4 ,ReadAVSImage ,,,,772,,,4/18/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadAVSImage function in avs.c in ImageMagick 7.0.5-4 allows remote attackers to consume an amount of available memory via a crafted file.
397,CVE-2017-7941,7.0.5-4 ,ReadSGIImage ,,,,772,,,4/18/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadSGIImage function in sgi.c in ImageMagick 7.0.5-4 allows remote attackers to consume an amount of available memory via a crafted file.
398,CVE-2017-7619,7.0.4-9,,,,,835,,,4/10/2017,10/3/2019,5,None,Remote,Low,Not required,None,None,Partial,"In ImageMagick 7.0.4-9, an infinite loop can occur because of a floating-point rounding error in some of the color algorithms. This affects ModulateHSL, ModulateHCL, ModulateHCLp, ModulateHSB, ModulateHSI, ModulateHSV, ModulateHWB, ModulateLCHab, and ModulateLCHuv."
399,CVE-2017-7606,7.0.5-4 ,ReadRLEImage,,,,20,,DoS,4/9/2017,11/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,"coders/rle.c in ImageMagick 7.0.5-4 has an ""outside the range of representable values of type unsigned char"" undefined behavior issue, which might allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted image."
400,CVE-2017-7275,7.0.4.9,ReadPCXImage ,,,exists because of an incomplete fix for CVE-2016-8862 and CVE-2016-8866,119,,DoS Overflow,3/27/2017,3/30/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadPCXImage function in coders/pcx.c in ImageMagick 7.0.4.9 allows remote attackers to cause a denial of service (attempted large memory allocation and application crash) via a crafted file. NOTE: this vulnerability exists because of an incomplete fix for CVE-2016-8862 and CVE-2016-8866.
401,CVE-2017-6502,6.9.7. A,ReadWEBPImage,,,,119,,Overflow,3/6/2017,3/12/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"An issue was discovered in ImageMagick 6.9.7. A specially crafted webp file could lead to a file-descriptor leak in libmagickcore (thus, a DoS)."
402,CVE-2017-6501,6.9.7. A,ReadXCFImage,,,,476,,,3/6/2017,3/13/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in ImageMagick 6.9.7. A specially crafted xcf file could lead to a NULL pointer dereference.
403,CVE-2017-6500,6.9.7. A,ReadSUNImage,,,,125,,,3/6/2017,3/13/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in ImageMagick 6.9.7. A specially crafted sun file triggers a heap-based buffer over-read.
404,CVE-2017-6499,6.9.7. A,,,,,772,,,3/6/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"An issue was discovered in Magick++ in ImageMagick 6.9.7. A specially crafted file creating a nested exception could lead to a memory leak (thus, a DoS)."
405,CVE-2017-6498,6.9.7. A,WriteTGAImage,,,,20,,,3/6/2017,3/13/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"An issue was discovered in ImageMagick 6.9.7. Incorrect TGA files could trigger assertion failures, thus leading to DoS."
406,CVE-2017-6497,6.9.7. A,ReadPSDChannel,,,,476,,,3/6/2017,3/13/2019,5,None,Remote,Low,Not required,None,None,Partial,"An issue was discovered in ImageMagick 6.9.7. A specially crafted psd file could lead to a NULL pointer dereference (thus, a DoS)."
407,CVE-2017-5511,,"ReadPSDLayers, ",,,,119,,Overflow,3/24/2017,11/4/2017,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"coders/psd.c in ImageMagick allows remote attackers to have unspecified impact by leveraging an improper cast, which triggers a heap-based buffer overflow."
408,CVE-2017-5510,,WritePSDChannel,,,,787,,,3/24/2017,10/28/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"coders/psd.c in ImageMagick allows remote attackers to have unspecified impact via a crafted PSD file, which triggers an out-of-bounds write."
409,CVE-2017-5509,,"ReadPSDChannelRLE, ReadPSDLayers,  AcquireCompactPixels, WritePSDChannels",,,,787,,,3/24/2017,10/28/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"coders/psd.c in ImageMagick allows remote attackers to have unspecified impact via a crafted PSD file, which triggers an out-of-bounds write."
410,CVE-2017-5508,before 6.9.7-3 and 7.x before 7.0.4-3 ,PushQuantumPixel ,,,,119,,DoS Overflow,3/24/2017,11/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,Heap-based buffer overflow in the PushQuantumPixel function in ImageMagick before 6.9.7-3 and 7.x before 7.0.4-3 allows remote attackers to cause a denial of service (application crash) via a crafted TIFF file.
411,CVE-2017-5507,before 6.9.7-4 and 7.x before 7.0.4-4,ReadMPCImage,,,,772,,DoS,3/24/2017,10/15/2020,7.8,None,Remote,Low,Not required,None,None,Complete,Memory leak in coders/mpc.c in ImageMagick before 6.9.7-4 and 7.x before 7.0.4-4 allows remote attackers to cause a denial of service (memory consumption) via vectors involving a pixel cache.
412,CVE-2017-5506,,SyncExifProfile,,,,415,,,3/24/2017,10/15/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Double free vulnerability in magick/profile.c in ImageMagick allows remote attackers to have unspecified impact via a crafted file.
413,CVE-2016-10252,,,,,,399,,,3/14/2017,11/4/2017,7.8,None,Remote,Low,Not required,None,None,Complete,"Memory leak in the IsOptionMember function in MagickCore/option.c in ImageMagick before 6.9.2-2, as used in ODR-PadEnc and other products, allows attackers to trigger memory consumption."
414,CVE-2016-10146,,"ReadCAPTIONImage, ReadLABELImage",,,,399,,DoS,3/24/2017,11/4/2017,7.8,None,Remote,Low,Not required,None,None,Complete,Multiple memory leaks in the caption and label handling code in ImageMagick allow remote attackers to cause a denial of service (memory consumption) via unspecified vectors.
415,CVE-2016-10145,,ExtractPostscript,,,"off-by-one strncpy(clone_info->magick,magic_info->name,MaxTextExtent)",189,,,3/24/2017,11/4/2017,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Off-by-one error in coders/wpg.c in ImageMagick allows remote attackers to have unspecified impact via vectors related to a string copy.
416,CVE-2016-10144,,WriteIPLImage,,,,284,,,3/24/2017,11/4/2017,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,coders/ipl.c in ImageMagick allows remote attackers to have unspecific impact by leveraging a missing malloc check.
417,CVE-2016-10071,before 6.9.4-0,RestoreMSCWarning,,,,125,,DoS,3/2/2017,11/16/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/mat.c in ImageMagick before 6.9.4-0 allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted mat file.
418,CVE-2016-10070,before 6.9.4-0 ,CalcMinMax ,,,,125,,DoS Overflow,3/3/2017,11/16/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,Heap-based buffer overflow in the CalcMinMax function in coders/mat.c in ImageMagick before 6.9.4-0 allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted mat file.
419,CVE-2016-10069,before 6.9.4-5,ThrowReaderException,,,,20,,DoS,3/2/2017,3/7/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/mat.c in ImageMagick before 6.9.4-5 allows remote attackers to cause a denial of service (application crash) via a mat file with an invalid number of frames.
420,CVE-2016-10068,before 6.9.6-4,MSLStartElement,,,,20,,DoS,3/2/2017,10/30/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,The MSL interpreter in ImageMagick before 6.9.6-4 allows remote attackers to cause a denial of service (segmentation fault and application crash) via a crafted XML file.
421,CVE-2016-10067,before 6.9.4-5,"ReadLABELImage, ReadVIFFImage",,,,119,,DoS Overflow,3/2/2017,3/7/2017,5,None,Remote,Low,Not required,None,None,Partial,"magick/memory.c in ImageMagick before 6.9.4-5 allows remote attackers to cause a denial of service (application crash) via vectors involving ""too many exceptions,"" which trigger a buffer overflow."
422,CVE-2016-10066,before 6.9.4-5,"ReadAAIImage, ReadAVSImage, ReadBGRImage,  ReadBMPImage, ReadCINImage, ReadCLIPBOARDImage, ReadCMYKImage, ReadCUTImage, ReadDCMImage, ReadDDSImage, ReadDIBImage",,,,120,,DoS Overflow,3/3/2017,10/14/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,Buffer overflow in the ReadVIFFImage function in coders/viff.c in ImageMagick before 6.9.4-5 allows remote attackers to cause a denial of service (application crash) via a crafted file.
423,CVE-2016-10065,before 7.0.1-0,ReadVIFFImage ,,,,284,,DoS,3/3/2017,4/12/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The ReadVIFFImage function in coders/viff.c in ImageMagick before 7.0.1-0 allows remote attackers to cause a denial of service (application crash) or have other unspecified impact via a crafted file.
